"go_id","go_name","root_node"
"GO:0051085","chaperone cofactor-dependent protein refolding","biological_process"
"GO:0051082","unfolded protein binding","molecular_function"
"GO:0004163","diphosphomevalonate decarboxylase activity","molecular_function"
"GO:0019287","isopentenyl diphosphate biosynthetic process, mevalonate pathway","biological_process"
"GO:0005884","actin filament","cellular_component"
"GO:0032432","actin filament bundle","cellular_component"
"GO:0030042","actin filament depolymerization","biological_process"
"GO:0051014","actin filament severing","biological_process"
"GO:0051017","actin filament bundle assembly","biological_process"
"GO:0051693","actin filament capping","biological_process"
"GO:0051764","actin crosslink formation","biological_process"
"GO:0099636","cytoplasmic streaming","biological_process"
"GO:0032446","protein modification by small protein conjugation","biological_process"
"GO:0008198","ferrous iron binding","molecular_function"
"GO:0016706","2-oxoglutarate-dependent dioxygenase activity","molecular_function"
"GO:0002098","tRNA wobble uridine modification","biological_process"
"GO:0003867","4-aminobutyrate transaminase activity","molecular_function"
"GO:0031425","chloroplast RNA processing","biological_process"
"GO:0080156","mitochondrial mRNA modification","biological_process"
"GO:1900865","chloroplast RNA modification","biological_process"
"GO:0019213","deacetylase activity","molecular_function"
"GO:0052793","pectin acetylesterase activity","molecular_function"
"GO:0005983","starch catabolic process","biological_process"
"GO:0009629","response to gravity","biological_process"
"GO:0015768","maltose transport","biological_process"
"GO:0005363","maltose transmembrane transporter activity","molecular_function"
"GO:0019808","polyamine binding","molecular_function"
"GO:0015846","polyamine transport","biological_process"
"GO:0042597","periplasmic space","cellular_component"
"GO:0016137","glycoside metabolic process","biological_process"
"GO:0019760","glucosinolate metabolic process","biological_process"
"GO:0004130","cytochrome-c peroxidase activity","molecular_function"
"GO:0016688","L-ascorbate peroxidase activity","molecular_function"
"GO:0009543","chloroplast thylakoid lumen","cellular_component"
"GO:0046861","glyoxysomal membrane","cellular_component"
"GO:0008276","protein methyltransferase activity","molecular_function"
"GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","molecular_function"
"GO:0010427","abscisic acid binding","molecular_function"
"GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","molecular_function"
"GO:0001078",NA,NA
"GO:0046483","heterocycle metabolic process","biological_process"
"GO:0045333","cellular respiration","biological_process"
"GO:0006417","regulation of translation","biological_process"
"GO:0033674","positive regulation of kinase activity","biological_process"
"GO:0042254","ribosome biogenesis","biological_process"
"GO:0045859","regulation of protein kinase activity","biological_process"
"GO:0019887","protein kinase regulator activity","molecular_function"
"GO:0002020","protease binding","molecular_function"
"GO:0005543","phospholipid binding","molecular_function"
"GO:0030276","clathrin binding","molecular_function"
"GO:0009579","thylakoid","cellular_component"
"GO:0030136","clathrin-coated vesicle","cellular_component"
"GO:0030479","actin cortical patch","cellular_component"
"GO:0048451","petal formation","biological_process"
"GO:0048453","sepal formation","biological_process"
"GO:0017121","plasma membrane phospholipid scrambling","biological_process"
"GO:0017128","phospholipid scramblase activity","molecular_function"
"GO:0009311","oligosaccharide metabolic process","biological_process"
"GO:0009992","cellular water homeostasis","biological_process"
"GO:0010077","maintenance of inflorescence meristem identity","biological_process"
"GO:0046890","regulation of lipid biosynthetic process","biological_process"
"GO:0031490","chromatin DNA binding","molecular_function"
"GO:0000027","ribosomal large subunit assembly","biological_process"
"GO:0008974","phosphoribulokinase activity","molecular_function"
"GO:0009853","photorespiration","biological_process"
"GO:0010209","vacuolar sorting signal binding","molecular_function"
"GO:0071817","MMXD complex","cellular_component"
"GO:0097361","CIA complex","cellular_component"
"GO:0005483","soluble NSF attachment protein activity","molecular_function"
"GO:0019905","syntaxin binding","molecular_function"
"GO:0008568","microtubule-severing ATPase activity","molecular_function"
"GO:0008536","Ran GTPase binding","molecular_function"
"GO:0002252","immune effector process","biological_process"
"GO:0006875","cellular metal ion homeostasis","biological_process"
"GO:0009190","cyclic nucleotide biosynthetic process","biological_process"
"GO:0043066","negative regulation of apoptotic process","biological_process"
"GO:0044057","regulation of system process","biological_process"
"GO:0045860","positive regulation of protein kinase activity","biological_process"
"GO:0050920","regulation of chemotaxis","biological_process"
"GO:0051051","negative regulation of transport","biological_process"
"GO:0060341","regulation of cellular localization","biological_process"
"GO:0060560","developmental growth involved in morphogenesis","biological_process"
"GO:0005487",NA,NA
"GO:0008139","nuclear localization sequence binding","molecular_function"
"GO:0017056","structural constituent of nuclear pore","molecular_function"
"GO:0009870","defense response signaling pathway, resistance gene-dependent","biological_process"
"GO:0019058","viral life cycle","biological_process"
"GO:0075713","establishment of integrated proviral latency","biological_process"
"GO:0003885","D-arabinono-1,4-lactone oxidase activity","molecular_function"
"GO:0042364","water-soluble vitamin biosynthetic process","biological_process"
"GO:0001135",NA,NA
"GO:0009866","induced systemic resistance, ethylene mediated signaling pathway","biological_process"
"GO:0071732","cellular response to nitric oxide","biological_process"
"GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","molecular_function"
"GO:0000209","protein polyubiquitination","biological_process"
"GO:0031624","ubiquitin conjugating enzyme binding","molecular_function"
"GO:0004864","protein phosphatase inhibitor activity","molecular_function"
"GO:0004872",NA,NA
"GO:0036402","proteasome-activating ATPase activity","molecular_function"
"GO:0015824","proline transport","biological_process"
"GO:0005057",NA,NA
"GO:0016905","myosin heavy chain kinase activity","molecular_function"
"GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process"
"GO:0007199","G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger","biological_process"
"GO:0009845","seed germination","biological_process"
"GO:0009880","embryonic pattern specification","biological_process"
"GO:0010072","primary shoot apical meristem specification","biological_process"
"GO:0019915","lipid storage","biological_process"
"GO:0045595","regulation of cell differentiation","biological_process"
"GO:0050826","response to freezing","biological_process"
"GO:0034388","Pwp2p-containing subcomplex of 90S preribosome","cellular_component"
"GO:0008324","cation transmembrane transporter activity","molecular_function"
"GO:0004803","transposase activity","molecular_function"
"GO:0005337","nucleoside transmembrane transporter activity","molecular_function"
"GO:0060589","nucleoside-triphosphatase regulator activity","molecular_function"
"GO:0010286","heat acclimation","biological_process"
"GO:0008266","poly(U) RNA binding","molecular_function"
"GO:0042793","plastid transcription","biological_process"
"GO:0003680","AT DNA binding","molecular_function"
"GO:0046916","cellular transition metal ion homeostasis","biological_process"
"GO:0008610","lipid biosynthetic process","biological_process"
"GO:0000033","alpha-1,3-mannosyltransferase activity","molecular_function"
"GO:0004378","GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity","molecular_function"
"GO:0043495","protein membrane adaptor activity","molecular_function"
"GO:0047485","protein N-terminus binding","molecular_function"
"GO:0048306","calcium-dependent protein binding","molecular_function"
"GO:0006488","dolichol-linked oligosaccharide biosynthetic process","biological_process"
"GO:0033577","protein glycosylation in endoplasmic reticulum","biological_process"
"GO:0051592","response to calcium ion","biological_process"
"GO:0051691","cellular oligosaccharide metabolic process","biological_process"
"GO:0097502","mannosylation","biological_process"
"GO:0004088","carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","molecular_function"
"GO:0038201","TOR complex","cellular_component"
"GO:0006486","protein glycosylation","biological_process"
"GO:0006526","arginine biosynthetic process","biological_process"
"GO:0044205","'de novo' UMP biosynthetic process","biological_process"
